end_date,intrinsic,trigger
2002-05-12,"EIA reports natural gas prices, storage, and market trends. Energy prices expected to fluctuate due to market trends and supply-demand dynamics.",
2002-05-19,"{""intrinsic"": """", ""trigger"": """"}",
2002-05-26,The United States was dependent on imported petroleum in 2002.,
2002-06-02,"US government's role in Gulf oil exports and world oil prices, influenced by Gulf region dynamics.",
2002-06-09,National average regular gasoline price was $1.40/gallon in June 2002; gas prices expected to fluctuate due to seasonal demand and supply factors.,
2002-06-16,Ongoing US reliance on crude oil imports was a key economic factor. Expected long-term shift to alternative energy and short-term rising gasoline prices could lead to inflation and decreased consumer spending.,
2002-06-23,"Realized fact of EuroPowerPack improving fuel efficiency by 15%, supporting the continuing trend towards energy-efficient technologies.","Decline in non-fuel commodity prices, potentially leading to economic adjustments in commodity-exporting countries."
2002-06-30,"U.S. EIA reported historical crude oil refiner acquisition costs from 1969-2000, a regular data release.",
2002-07-07,Fact: Washington state tax rate on petroleum products is $1.09 per barrel.,
2002-07-14,,"Significant increase in oil and gas prices, with light oil futures rising to $26.77 a barrel, potentially affecting the economy."
2002-07-21,Historical context of 1970s oil embargoes driving ethanol commercialization; expected long-term shift to diversified energy sources; short-term energy price fluctuations.,
2002-07-28,Realized fact about the maximum statutory U.S. corporate tax rate.,
2002-08-04,"National average mileage per vehicle in the United States is 11,904 miles; fuel prices may fluctuate, influencing consumer behavior.",
2002-08-11,Estimated U.S. prices for powdered and crystal methamphetamine in June 2002 were reported.,
2002-08-18,1997 Saudi gasoline price set below market; short-term energy price fluctuations expected due to government policies and taxes.,
2002-08-25,"Mazeikiu Nafta plant refining capacity of 263,320 b/d; short-term prediction of rising oil prices affecting economy and energy markets.",
2002-09-01,Oil refiners face major investment decisions to reduce diesel fuel sulfur content in California. Fuel price decline driven by demand drop and warmest winter on record in the US.,"Phillips Petroleum Co. and Conoco Inc. merger completed, forming third-largest U.S. oil and gas company."
2002-09-08,"EIA's current projections on future oil gap, oil prices, and fuel economy, outlining expected energy trends and potential shift to alternative sources.",
2002-09-15,Accounting practices consider average yields on investments held for sale and oil/gas prices.,
2002-09-22,FTC announced inspection of wholesale and retail gasoline prices.,Concerns over potential anomalies in gasoline pricing prompted regulatory inspection.
2002-09-29,"US economy experiencing high gas prices and low mortgage rates in 2002; short-term expectation of continued high gas prices, mitigated by known oil reserves.",
2002-10-06,Annual US household hazardous waste generation is 1.6 million tons. Oil prices are expected to fluctuate due to global events and supply chain disruptions.,
2002-10-13,IEA welcomes Greece's natural gas adoption and calls for further electricity market reforms to address price distortion.,
2002-10-20,"Natural gas prices rose to $3.40/MMBtu from $2.50/MMBtu, tracking an increase in oil prices.",
2002-10-27,Ongoing higher oil prices from late August speech; EPA drinking water advisory for fuel oxygenates; Future ship oily water separation system requirements increasing prices.,
2002-11-03,"Fuel oil prices increased due to rising crude oil prices, a factual dynamic affecting the economy and consumers.",
2002-11-10,Government continued intervening in Spanish energy prices; higher oil/gas prices affected economy; low oil prices and weak gas demand present in US during 2002.,
2002-11-17,"Oil price assumed around $13/barrel in 2002; short-term fuel prices expected to fluctuate, potentially increasing due to geopolitical tensions.",
2002-11-24,"{""intrinsic"": """", ""trigger"": """"}",
2002-12-01,"Historical 1998 fire suppression cost. Predictions on fluctuating oil prices from geopolitical events, consumer spending impacts from petrol prices, and long-term pollution control investment.",
2002-12-08,,"Oil-price shock with a projected $200 billion annual rise in US imported oil costs, likely leading to inflation and recession."
2002-12-15,"{""intrinsic"": """", ""trigger"": """"}",
2002-12-22,Historical natural gas price spike in 2001.,
2002-12-29,"Crude oil prices are rising due to global economic growth, OPEC production restraints, and Middle East tensions.",
2003-01-05,"NC Utilities Commission regulates heating oil, gasoline, and liquid propane gas prices.",
2003-01-12,Known structural variation in Texas electricity rates as of 2000; expected ongoing oil price fluctuations affecting economy and energy production.,
2003-01-19,"Realized fact: average residential oil cleanup cost in Alaska is $15,000. Expected short-term fuel oil price fluctuations.",
2003-01-26,The cost of fuel is a significant economic factor; fuel prices are expected to fluctuate based on interest rates and commodity prices.,
2003-02-02,"Known economic dynamic: oil price rises often precede US recessions. Short-term outlook: oil prices may fluctuate, potentially affecting US economy.",
2003-02-09,"US dependence on Venezuela for 13% of daily oil imports is a known, ongoing structural fact.",
2003-02-16,,"US gas prices skyrocketed to $1.73, reaching highest level since June 2001."
2003-02-23,Historical impact of 1973-74 oil embargo on prices and inflation; expected continued oil price increases due to ongoing geopolitical tensions and supply disruptions.,
2003-03-02,Crude oil prices doubled in 2002 ($18 to >$30/barrel). Ongoing Middle East uncertainty and dwindling domestic supplies contribute to expected high gasoline prices.,
2003-03-09,Gasoline prices rose.,Venezuelan oil industry strike.
2003-03-16,"Crude oil and gasoline prices have increased in 2002 and 2003, leading to higher consumer prices.",
2003-03-23,"Oil prices jumped and later fell back, leading to volatile trading in March 2003.",Reports of fires at the Rumaila oil field in Iraq caused an initial jump in oil prices.
2003-03-30,2002 annual report of Royal Caribbean Cruises Ltd. highlights known potential risks from interest rates or oil prices.,
2003-04-06,,"Sharp fall in oil price on April 1, 2003, due to news about Iraq."
2003-04-13,"Factual basis for annual energy savings using state-level electricity, natural gas, and fuel oil prices. Short-term energy price fluctuations expected, potentially leading to instability. Long-term shift to natural gas predicted to reduce oil dependence.",
2003-04-20,Hawaii's economy is heavily dependent on imported oil. Oil prices are expected to fluctuate due to ongoing military conflicts and global events.,
2003-04-27,"Factual 2002 production of over 100,000 bpd from ExxonMobil's Cerro Negro heavy oil project in Venezuela.",
2003-05-04,"Realized fact: U.S. refining/marketing profitability increased 1995-2001. Expected dynamics: oil prices influence economy, potentially lowering petrol prices and CPI if stable.",
2003-05-11,Wood chosen as fuel of choice in Northeastern US due to comparison with fuel oil and natural gas prices.,
2003-05-18,Murphy Oil Corporation operates two US refineries. Short-term oil price volatility expected due to geopolitical factors; long-term energy shift towards natural gas predicted.,
2003-05-25,"The price of gasoline and oil has been rising, influenced by taxes and wellhead prices.",
2003-06-01,"Fuel and electricity costs were a consideration for Wisconsin state, county, and stadium sales and use taxes in 2003.",
2003-06-08,,"Iraq's oil minister announced the resumption of oil exports in two weeks and US control over the industry, a significant geopolitical and market shock."
2003-06-15,Petroleum industry's ongoing shift to alternate fuels and conservation; expected energy market fluctuations from oil price changes and gas price reporting.,
2003-06-22,Nigerian government's financial inability to continue fuel subsidies; 30% of US oil customers are price-oriented.,"Nigerian government removed fuel subsidies, a policy shift expected to increase fuel prices and impact the economy."
2003-06-29,US interests in oil and gas royalties and governing laws are a standing fact; short-term market stability expected.,
2003-07-06,Illinois had a reputation for some of the highest gasoline prices in the country as of 2003.,
2003-07-13,"US oil imports from Nigeria are a known, ongoing factor in the global energy market.","A ""compromise in Nigeria"" noted, potentially causing short-term petrol price fluctuations and adjustments in US energy imports."
2003-07-20,Observed recession in oil prices and improvement in the economy during 2003.,
2003-07-27,"ConocoPhillips Ponca City refinery processes 160,000 barrels of crude oil daily.",
2003-08-03,Global oil market experiencing high volatility and price fluctuations.,
2003-08-10,"UK gasoline tax accounts for 77% of consumer price, generating 17% of government revenue.",
2003-08-17,"Gasoline prices in Utah were near record highs, expected to continue rising due to low inventories and high demand.",
2003-08-24,"Ongoing significance of crude oil prices as a major factor in the US energy landscape, a realized fact since 1948.",
2003-08-31,"Oil prices wavering, U.S. prices ended above $80 for first time this month. Gas prices expected to rise due to approaching Labor Day weekend.",
2003-09-07,Gasoline price buildup in Liberia was around $0.10 per gallon in 2003.,
2003-09-14,"Spot market gasoline prices increased as of September 2003, with oil companies not contributing to artificial hikes, and expected to continue rising due to demand/supply chain.",
2003-09-21,"Factual dynamics of oil prices, including past multi-year plunges, responsive tax regime shifts, and inherent short-term volatility due to global demand and supply changes.",
2003-09-28,US dependence on oil imports and direct link between import and domestic oil prices is a standing economic reality.,"Recent OPEC production cuts are likely to keep oil prices high, leading to higher pump prices for consumers."
2003-10-05,"International gasoline prices were around $20-30 per barrel in 2002-2003, with expectations of continued short-term volatility in energy prices.",
2003-10-12,US natural gas prices susceptible to fluctuations due to reliance on imported gas; short-term volatility expected.,
2003-10-19,"US cost of living increases linked to education, healthcare, and gasoline prices. Expected short-term increase due to rising oil prices and inflation.",
2003-10-26,"High natural gas prices persist, leading to economic concerns.",
2003-11-02,Crude oil prices rose to ~$30/barrel by Oct 2003; OPEC aims for stable prices.,
2003-11-09,US had lowest average gasoline price in 2003. Gasoline prices expected volatile due to crude oil fluctuations.,
2003-11-16,Factual US government oversight of energy resources; expected short-term oil price fluctuations based on global demand and supply.,
2003-11-23,Report on 2001 US fuel oil usage for heating (8.1M homes); discussion of long-term alternative energy development.,
2003-11-30,,Halliburton accused of overcharging US taxpayers $2.65 per gallon for gasoline transport from Kuwait to Iraq.
2003-12-07,Historical evolution of oil prices and gasoline consumption; expected continued volatility in oil and gas prices in the short-term.,
2003-12-14,"Crude oil prices have been increasing, leading to potential long-term shifts towards alternative energy and short-term increased costs for consumers and businesses.",
2003-12-21,"Realized fact: Fuel economy costs are linked to global oil prices, which are influenced by foreign disruptions. Short-term oil price volatility is expected.",
2003-12-28,"Oil and natural gas prices dramatically increased as of December 2003, leading to companies locking in gas production. Prices expected to remain high, increasing costs for consumers and businesses.",
2004-01-04,"Historical context of 1973 oil embargo and its impact on U.S. gasoline prices, informing long-term energy diversification discussions.",
2004-01-11,Real-time fuel price information available via OPIS Spot Ticker; fuel prices expected to remain volatile.,
2004-01-18,US economy's long-term trend of increasing fuel efficiency; short-term energy price fluctuations based on inventory and economic conditions.,
2004-01-25,"EIA regularly reported natural gas spot/futures prices, storage, and market trends. Fuel prices were expected to fluctuate, impacting economic growth and pollution levels.",
2004-02-01,"WTI crude oil price averaged US$32.50 in January 2004, 8% higher than previous year.",
2004-02-08,"Fact that oil and gas prices fluctuate, an expected and ongoing market dynamic.",
2004-02-15,Oil and natural gas prices were increasing in 2003-2004 due to low gas inventories and colder than normal winter.,
2004-02-22,Historical fact on 1970s U.S. stagflation partially due to rising fuel prices.,
2004-02-29,"Mississippi gas prices averaged 90-95 cents/liter; Santos reported 2003 earnings of $327M, gas prices $3.16 GJ; ChevronTexaco increased capital expenditure.",Shell's Bakersfield refinery closure may increase California gasoline prices.
2004-03-07,,"Rapid escalation of heating oil prices and possibility of temporary shortages, leading to increased costs for consumers and businesses."
2004-03-14,"US average gas price jumped to $1.74/gallon on Mar 8, driven by high crude oil costs accounting for almost half the price.",
2004-03-21,West Coast refiners' consistently lower inventory levels relative to consumption make the region prone to gasoline price spikes.,
2004-03-28,"US average gas price hit record high due to clean fuel regulations, low inventories, and OPEC control; prices predicted to continue rising.",
2004-04-04,US gasoline prices reached a record high.,Ongoing social unrest and hostilities in oil-producing regions.
2004-04-11,"US experienced high gas prices in 2004, increasing 31.5 cents per gallon since December 2003.",
2004-04-18,"Brent crude oil price was $33.59/barrel in April 2004, slightly down from March. Predictions of rising gasoline prices and long-term energy shifts.",
2004-04-25,"Higher energy prices, especially gasoline, became a major issue in the 2004 presidential campaign; prices expected to fluctuate and potentially increase due to refining capacity.",
2004-05-02,"Gasoline prices rose over the winter and are expected to continue rising into summer, potentially affecting consumer spending and economic growth.",
2004-05-09,"Average US regular unleaded gasoline price was $1.84/gallon in May 2004, with predictions for continued high prices due to high demand and low inventories.",
2004-05-16,"Oil prices were near a record high, causing U.S. gas pump prices to surge during this period.",
2004-05-23,Seasonal increase in home heating oil demand drives up jet fuel costs; energy prices remain high and volatile due to seasonal demand and supply factors.,
2004-05-30,Factual dynamics: crude oil price and gas station competition are major factors in gas prices; short-term volatility expected due to these factors.,
2004-06-06,,"Oil prices reached their highest level ever in the United States, likely due to ongoing supply concerns and geopolitical tensions."
2004-06-13,"Oil price was around $18/barrel in West Texas in June 2004, with expectations of continued rises due to economic activity and limited supply.",
2004-06-20,Factual statement on gasoline's share of US energy consumption; short-term prediction of gasoline price decline due to improved supply-demand balance and lower crude oil expectations.,
2004-06-27,"CPI is the primary US inflation measure, driven by food/fuel. Fuel prices are expected to continue rising, potentially increasing inflation.",
2004-07-04,Local fuel production influenced gasoline and diesel prices.,Gasoline and diesel prices set record highs.
2004-07-11,"Sudan's gasoline price restoration decision, tied to oil prices and investment rates.",
2004-07-18,"USA heating relies mostly on gas, oil, and electricity. Oil and gas prices are expected to fluctuate short-term based on global demand/supply, with a long-term shift towards alternative energy.",
2004-07-25,Natural gas spot prices were elevated at the start of the year and then fell somewhat by July 2004.,
2004-08-01,National Energy Act of 1978 defines Btu price based on preceding three months' domestic crude oil cost.,
2004-08-08,Factual relationship: gasoline prices increase by 2.5 cents for every dollar increase in oil prices.,
2004-08-15,Factual context: The Energy Policy and Conservation Act of 1975 aimed to reduce US dependence on foreign oil and promote energy conservation.,
2004-08-22,"EIA reports natural gas prices, storage, and market trends; energy prices expected to fluctuate due to global economic trends.",
2004-08-29,"Record high oil prices in 2004 caused high gasoline prices, a realized fact with expected long-term economic and energy sector impacts.",
2004-09-05,"Average US regular unleaded gas price was $1.88, premium $2.07 in September 2004. Petroleum prices expected to continue rising.",
2004-09-12,"National average gasoline price was nearly $1.86/gallon in the US as of September 12, 2004.",
2004-09-19,Expected high petroleum product prices due to tight global market and elevated crude oil; US natural gas supply mostly domestic.,
2004-09-26,"Energy sector influenced by geopolitics, regulation, economic cycles, and fuel prices. High oil prices may divert spending and slow economic growth.",
2004-10-03,Global economy experiencing high oil and gas prices due to ongoing OPEC production cuts and temporary decline in Iraq's crude exports.,
2004-10-10,"Historical fact of the 1976 oil crisis and its unprecedented gasoline cost increase, providing context for potential future energy market shifts and rising gas prices.",
2004-10-17,"Gas pump prices hit an all-time high as of October 2004, driven by oil costs, and are expected to remain elevated.",
2004-10-24,"Crude oil prices in the United States are at an all-time high as of October 2004, and energy prices are expected to remain high in the short-term.",
2004-10-31,Oil prices surpassed $50 a barrel; global warming recognized as a looming problem as of October 2004.,
2004-11-07,Short-term natural gas prices expected low due to favorable supply and moderate temperatures; long-term outlook on domestic oil production and sustainability concerns.,
2004-11-14,Realized facts about oil price influence on gas prices and OPEC's role in global reserves. Expected ongoing influence of oil prices on the economy.,
2004-11-21,Increasing proportion of crude oil in gasoline prices; expected short-term volatility in gasoline prices due to crude oil fluctuations.,
2004-11-28,"Discussion of the 1970 US oil production peak and Hubbert's theory, a known long-term dynamic affecting oil supply and energy policy.","Increased assurances about fuel supplies, potentially leading to short-term softening of oil prices."
2004-12-05,"Oil and natural gas prices significantly impact the economy; short-term fluctuations are expected, leading to economic uncertainty.",
2004-12-12,"Rising oil and gasoline prices led to increased interest in alternative energy and fuel-efficient vehicles, with potential food price increases.",
2004-12-19,Facts about fuel mix for electricity generation; long-term shift to alternative energy; expected short-term oil price fluctuations due to market risks.,
2004-12-26,Outlook for oil prices remained uncertain; higher prices dampened US oil consumption.,
2005-01-02,"Expected jet fuel price of $26/barrel for 2005, known as of 2004.",
2005-01-09,Ongoing high oil prices expected to boost U.S. exports; past economic surplus (Trinidad & Tobago 2003) attributed to high oil/gas.,
2005-01-16,Realized fact: taxes constitute about 25% of US fuel prices.,
2005-01-23,"Fuel oil prices increased 39.5% as of 2004, while gasoline prices fell 7.1%; energy prices expected to fluctuate in the short-term.",
2005-01-30,"Real crude oil price indexed in World Bank document. Oil price dynamics expected to influence economy short-term (sectors affected by fluctuations) and long-term (shaping economy, shift to sustainable energy).",
2005-02-06,"Realized oil and natural gas prices in 2005, with oil around $27.22 per barrel.",
2005-02-13,Federal energy bill proposing increased ethanol blending in gasoline and associated taxpayer costs is under discussion.,
2005-02-20,"Fact: World oil production peaking, leading to sustained high oil prices, which induces structural conservation and energy efficiency.",
2005-02-27,"US Real GDP projections, January 2005 CPI showing 1.1% energy price drop, reported petroleum spot prices, oil/gas well utilization, drilling costs, and Producer Price Indices.",
2005-03-06,Oil price hit a new record of $55.,Extreme cold weather in US/Europe and fires in three key US refineries.
2005-03-13,"Oil prices were high, with spot prices exceeding U.S. $30 per barrel.",
2005-03-20,"Gasoline prices in the US passed $2 per gallon as of March 2005, a significant factual dynamic.",
2005-03-27,Gasoline prices in the US hit a new all-time high of $2.15/gallon; Texas light crude reached $57.40/barrel.,Recent refinery blast and ongoing supply concerns are expected to keep gasoline prices high.
2005-04-03,Gasoline prices were increasing.,Texas light crude reached a new record of $57.27 per barrel.
2005-04-10,"Annual springtime increase in U.S. gasoline prices, potentially reaching a national average of $2.50 per gallon, and baseline U.S. oil consumption.",
2005-04-17,"Consumer price index affected by 2004 crude oil price hikes, leading to continued high energy costs and potential shortages.",
2005-04-24,"US consumer prices (CPI) increased by 0.6% in March, driven by higher oil and gas prices, as reported in April 2005.",
2005-05-01,"US gasoline prices reached record levels (above $2.20/gallon) as of April 2005, driven by foreign oil dependence and supply constraints.",
2005-05-08,"Gasoline prices rose nearly every week from Jan-Apr 2005, and are expected to continue rising in the short-term due to strong consumer demand.",
2005-05-15,"U.S. gasoline pricing dynamics, expected high prices due to strong demand and limited refining capacity, and potential increased attention to alternative fuels.",
2005-05-22,US imports 60% of crude oil; natural gas prices historically more volatile than crude oil; airlines cite $1B cost for every $1 crude oil price increase.,
2005-05-29,,"Hawaii Legislature passed Act 257, limiting oil company rent to independent dealers, aiming to affect retail gasoline prices."
2005-06-05,"Average US gas price in 2005 was ~$2.10/gallon. Gas prices were expected to remain high, fluctuate, and drive long-term investment in alternative energy.",
2005-06-12,"Crude oil price drives gasoline price variation. High gasoline prices are expected to continue, fostering demand for alternative energy and fuel-efficient vehicles.",
2005-06-19,"US distillate fuel oil prices forecast to change; home heating oil, residential electric power, and diesel fuel prices decreased faster in May 2005.",Honduras's fuel import bill rose sharply due to a surge in world oil prices.
2005-06-26,US imports 58% of petroleum (45% for gasoline). High fuel prices due to summer holiday season & refining capacity issues. Long-term natural gas price volatility.,
2005-07-03,"2004 industrial supplies and materials price index, including fuel, increased by 31.5%. Short-term fuel prices expected to continue rising, potentially leading to economic instability.",
2005-07-10,"Oil and gasoline prices observed to be rising, including a 28% increase in Eritrea in July 2005, indicating an ongoing trend.",
2005-07-17,"Factual dynamics of Canadian gasoline pricing: U.S. rack prices, not crude oil, are primary. Expected short-term volatility due to market factors; long-term demand decrease from alternative energy.",
2005-07-24,Gasoline prices in the United States hit record highs as of July 2005.,
2005-07-31,"Enactment of the Energy Policy Act of 2005, focusing on alternative energy and reducing foreign oil dependence.",Crude oil prices recently hit an all-time high of $63 per barrel.
2005-08-07,"2004 U.S. gasoline consumption averaged 9M barrels/day at $0.28/gallon. Short-term oil prices expected to remain high, increasing consumer costs and potentially affecting economic growth.",
2005-08-14,"Crude oil prices were around $60/barrel, keeping gasoline prices high. The Energy Policy Act of 2005, signed this week, aimed to promote alternative fuels and reduce oil dependence.",
2005-08-21,"As of August 15, 2005, gas prices broke records for the third time, attributed to high demand for oil and ongoing wars in the Middle East.",
2005-08-28,"Hawaii became the first U.S. state to set caps on wholesale gas prices on August 25, 2005.",Supply chain disruptions caused by Hurricane Katrina led to high short-term oil prices.
2005-09-04,"Gas prices surged across the US, reaching almost $4/gallon, and are expected to remain high due to refining capacity issues.",Hurricane Katrina caused significant disruptions to oil production and refining capacity.
2005-09-11,,"Hurricane Katrina caused severe damage to U.S. refinery and production capacity in the Gulf of Mexico, leading to increased oil prices."
2005-09-18,"Hawaii's gasoline market had a price cap law and major wholesalers. Prices were expected to be volatile, responding to crude oil and regional demand.",
2005-09-25,OPEC welcomed actions to ease fuel prices; sustained high oil prices may make CCS projects more viable.,Houston refining industry at a standstill may cause gas price increases.
2005-10-02,"Natural gas prices set a record in September 2005, signaling a costly winter.","Hurricane Katrina caused significant loss of supply in crude oil, petroleum, natural gas, and electricity markets."
2005-10-09,Historic oil price volatility makes coal refineries viable above $35/barrel; tight supply/demand and ongoing natural disaster impacts lead to rising fuel prices.,
2005-10-16,,"US retail gasoline prices jumped 30% in one week, reaching constant-dollar levels not seen since the 1980s."
2005-10-23,Shell is a leading deepwater oil and gas producer in the Gulf of Mexico as of October 2005.,Gasoline prices remain high due to the ongoing impact of hurricanes Katrina and Rita on oil supply.
2005-10-30,High gas prices and strong oil company earnings generated new tax proposals.,
2005-11-06,Realized gasoline price around $3.12/gallon in 2005; ongoing high fuel costs and fiscal concerns; predictions of continued price rises and alternative fuel search.,Hurricane-related disruptions to crude oil production impacting gasoline prices.
2005-11-13,Senate held hearings on rising oil and fuel prices and record earnings of U.S. oil companies.,
2005-11-20,"Gasoline prices reached nearly $3 per gallon, affecting U.S. households and businesses.","Sharp, recent rise in oil prices."
2005-11-27,US imports 13M barrels of oil daily; long-term shift to alternative fuels expected as oil prices rise.,Gas prices likely to rise nationally due to natural disasters and ransomware attacks impacting fuel transportation systems.
2005-12-04,Energy sector's crucial role in US economy is a foundational fact.,
2005-12-11,"Natural gas prices in North America were trading at historically high levels, trending toward parity with crude-derived fuels.",
2005-12-18,"Crude oil and gasoline prices volatile due to refinery outages and low inventories, leading to higher prices.",
2005-12-25,Oil prices around $20/barrel with expert discussions on economic implications of high fuel costs and expected volatility.,
2006-01-01,Fact about the methodology for calculating credit based on annual average wellhead crude oil price.,
2006-01-08,Short-term outlook: oil prices expected to remain high due to supply disruptions and increasing demand.,
2006-01-15,U.S. crude oil price controls cannot be justified by cartel theory; short-term oil price fluctuations and potential cartel-like behavior expected.,
2006-01-22,Gasoline and crude oil prices were increasing and high (above $3/gallon and $70/barrel respectively). Demand for alternative energy sources was rising.,
2006-01-29,Energy Policy Act of 2005 directs FERC to require LNG terminal emergency plans. U.S. economy slowed sharply end of 2005 due to expired incentives and surging gasoline prices.,
2006-02-05,"Global economy affected by high energy/oil prices, contributing to slowdown. Oil prices expected to remain high in short term.",
2006-02-12,Known influence of 2005 US oil demand on 30-year fixed-rate mortgages; expected continued short-term oil price volatility.,
2006-02-19,High and increasing natural gas prices affecting consumers and the economy in the US.,
2006-02-26,"Fact: US was the top crude oil producer globally as of 2006, a known market dynamic.",
2006-03-05,"Global oil prices rose to $50/barrel by March 2005 due to demand outpacing supply, leading to sustained high prices and expectations for continued high prices.",
2006-03-12,"Realized fact: 1970s uncontrolled oil prices peaked at $36.95/barrel. Predictions: long-term energy shift to renewables, short-term oil/gas price volatility.",
2006-03-19,CPI-U for fuel oil and other fuels decreased by 0.5% and 1.4% respectively in March 2006.,
2006-03-26,The average retail price of gasoline in the US is $2.51/gallon for March 2006. Short-term prices are expected to remain high due to crude oil and refining system strains.,
2006-04-02,DOE expects crude oil and gas prices to decrease by 5% and 3% respectively in 2006-07; high oil prices boost ethanol demand.,
2006-04-09,The United States uses two-thirds of all oil for transportation.,Price per barrel of oil doubled to $60 U.S.
2006-04-16,"Puerto Rico regulates gasoline prices, including petroleum product pricing and gross-receipts tax.",
2006-04-23,Ongoing increase in US gasoline prices.,A sudden surge in US gasoline prices during April 2006.
2006-04-30,"Definition of AII-LF index as a non-fuel measure of RCAF. Gas prices expected to remain high, prompting potential government investigation into price-rigging and long-term shift to alternative energy.",
2006-05-07,"Crude oil prices were over $70 per barrel in May 2006, a realized market condition.",
2006-05-14,High crude oil prices affecting US gas prices; US crude oil stocks increased; higher natural gas prices induce alternate fuel use in power generation.,
2006-05-21,Historical context of 1970s oil price shocks; general predictions on energy price fluctuations and long-term renewable transition.,
2006-05-28,"FTC report released, confirming crude oil and gasoline prices were affected by factors like OPEC's influence.",Release of the FTC report on gasoline price manipulation.
2006-06-04,Rising crude oil prices stimulated demand for ethanol-related products.,
2006-06-11,Fuel oil prices rose sharply in 2004-2005; energy charges accelerated. This led to expectations of continued high fuel prices affecting the economy.,
2006-06-18,Historical energy price volatility in the US; short-term energy prices expected to fluctuate.,
2006-06-25,US expected to spend $320B on oil imports in 2006; short-term high oil prices and heavy import spending anticipated.,
2006-07-02,"Average gasoline price has risen in recent years, with expectations for continued short-term increases and potential economic disruptions.",
2006-07-09,"Increased and sustained high gas prices in EU25 due to crude oil prices doubling (2005-2006), with potential for continued hikes and shortages.",
2006-07-16,"Gasoline prices are high due to current crude oil prices, reflecting the known market dynamic where crude oil significantly affects gasoline prices.",
2006-07-23,Factual breakdown of gasoline price components; expectation of continued high gasoline prices.,Recent surge in crude oil prices.
2006-07-30,Factual definition of NYMEX crude oil futures pricing. Predictions for long-term shift to alternative energy and short-term oil price fluctuations with increased alternative energy investment.,
2006-08-06,"Oil and gasoline prices sharply increased due to the shutdown of a major U.S. oil field, impacting energy markets.","Unexpected shutdown of the largest U.S. oil field by BP, removing about 8% of daily U.S. crude production."
2006-08-13,Oil demand growing due to global economic growth; non-OPEC supply failing to keep up with demand; gasoline prices drifted steadily downward.,Shutdown of Alaskan oil pipeline disrupted oil supply and prices.
2006-08-20,"US heavy dependence on oil/gas, leading to vulnerability to price fluctuations and expected short-term volatility in oil and gasoline prices.",
2006-08-27,Illinois coal reserves hold significant methane; market predictions indicate rising energy prices and increased demand for alternative energy sources.,
2006-09-03,"Realized increase in oil and gasoline prices, impacting the economy; expected continued price volatility.",Disruption of oil delivery and refining.
2006-09-10,Factual dynamics of gasoline demand elasticity affected by crude oil disruptions and price; short-term fuel prices expected to fluctuate.,
2006-09-17,"Average US gasoline and diesel fuel prices increased significantly due to rising crude oil prices, affecting the economy and increasing interest in alternative energy sources.",
2006-09-24,China's oil price controls cause government losses; volatile oil prices drive interest in nuclear electricity and alternative fuels.,NTI committed $50M to IAEA fuel bank; Texas passed bill on electricity/natural gas price projections.
2006-10-01,"Expected short-term decline in gas prices to a 9-month low, as market recovers from Hurricane Katrina's effects. Historical peak of $3.07/gallon in Sept 2005 noted.",
2006-10-08,"US energy production (oil, gas, fuels) in Gulf of Mexico. Long-term alternative energy development and expected short-term price fluctuations based on demand/production.",
2006-10-15,"As of 2006, 8.1 million US households use heating oil. High oil prices are expected to continue affecting heating fuel prices and economic growth.",
2006-10-22,"Realized fact: Crude oil cost is a significant factor in fuel prices, leading to expected short-term fluctuations.",
2006-10-29,Oil prices near $61/barrel; US gasoline prices fallen over 20%. Expect continued low prices and future shift to alternative fuels.,
2006-11-05,US wholesale gasoline prices in 2006 were linked to oil prices; fuel prices expected to remain volatile due to ongoing oil price increases.,
2006-11-12,"Global oil market influenced by political factors; short-term price fluctuations expected due to politics, supply, and demand.",
2006-11-19,Ongoing US fuel vehicle presence; standing 51-cent ethanol subsidy making it price competitive.,
2006-11-26,"US regular gasoline retail prices tracked by EIA; expected to remain volatile, influenced by global crude oil prices.",
2006-12-03,"Natural gas price indexed to oil product prices (gas oil, low sulfur fuel oil).",
2006-12-10,Gasoline prices are influenced by crude oil prices; fuel prices fluctuate based on crude oil.,
2006-12-17,"Realized fact of US gasoline price increase (Jan 2000-Jul 2006); short-term expectation of continued high, fluctuating energy prices impacting consumer spending.",
2006-12-24,Fundamental link between crude oil prices and ethanol market profitability; expected oil price fluctuations affecting related industries.,
2006-12-31,"Southwest Airlines' substantial jet fuel hedging positions (at $50/barrel) for the next three years, providing price spike protection.",
2007-01-07,"Ongoing peak oil crisis and significant US gasoline price increases in 2006, setting expectations for continued price pressure.",
2007-01-14,Mention of average U.S. gasoline prices; discussion of long-term oil price impacts from fuel efficiency and short-term fluctuations due to weather/supply chain.,
2007-01-21,"US gasoline consumption is high; prices are affected by domestic demand and oil import supply curves. Oil prices are expected to fluctuate, impacting the economy.",
2007-01-28,US Strategic Petroleum Reserve (SPR) provides oil supply cushion. President's plan aims to reduce 2017 gasoline consumption by 20% to lower oil prices.,
2007-02-04,High crude oil and natural gas prices led to record profits for oil companies; prices expected to remain high due to demand and geopolitical tensions.,
2007-02-11,"Jones Act estimated to cost $163.2M/year for domestic transportation, including $15.2M for dry cargo and $5.1M for tug/barge, reflecting ongoing policy impact.",
2007-02-18,"Crude oil averaged $66/barrel in Feb 2007. Long-term goal to reduce gasoline usage by 20% over 10 years, potentially boosting alternative energy. Short-term oil price fluctuation expected.",
