end_date,intrinsic,trigger
1992-04-30,Federal Railroad Administration studying maglev; Conservative Party proposed direct regional flights; US DOT involved in projects like heavy vehicle standards; BG News mentioned traffic.,
1992-05-31,New state traffic engineer appointed (Lynwood Butner); NHTSA prioritizing traffic safety measures; Growing interest in road user costs and traffic optimization research.,
1992-06-30,"Traffic volume counts are based on Monday travel, influenced by trunk traffic and land use, and are key for road capacity and future planning.",
1992-07-31,ODOT Roadway Design Manual mentions traffic volumes; traffic volumes are a significant factor in State highway design.,
1992-08-31,Factual details on town's location and transportation infrastructure; University Avenue plan noted expected traffic from traveling public and Raceway participants; FAA reviewed airport noise issues and challenges in obtaining hourly traffic data.,Hurricane response planning in Florida activated U.S. Army for traffic control and food distribution.
1992-09-30,MTA plans $10B capital budget requiring state authorization; NHTSA investigates automaker for March 8 incident; EPA notes traffic volume increases emissions.,
1992-10-31,"US Congress has power to regulate interstate commerce. Lower Rio Grande Valley has significant traffic volume. Virginia reports 19% weekday overweight truck traffic. Anti-Car Theft Act of 1992 enacted on October 25, providing grants to Secretary of Transportation.",
1992-11-30,Existing low traffic on secondary roads; high on State Highway 1. Pittsburgh airport designed for efficiency. Decentralization trend in transportation decision-making. Road Traffic Amendment No 2 decision made Nov 23.,
1992-12-31,US traffic volume has steadily increased since the early 1990s.,
1993-01-31,"Traffic congestion and air pollution noted in megacities; National Transit Database reporting system published Jan 15, 1993; passenger traffic volume increased in 1993.",
1993-02-28,"Traffic volume projected to increase, requiring future infrastructure improvements. Ongoing efforts expected to improve traffic safety and efficiency, building on past trends.",
1993-03-31,Study on canopy bridges provided specific traffic volume data; average daily traffic count data available; traffic volume of 250 vpd mentioned in mixed-use development context.,"The 1993 Storm of the Century caused heavy snowfall, high winds, and blizzard conditions across the eastern United States."
1993-04-30,Ongoing implementation of smart traffic systems (Singapore); US establishes National Transportation Safety Board; high traffic volumes in Chicago area; road planning influenced by user presence.,
1993-05-31,"Review of Maritime Transport 1993 reported volumes; Illinois Route 21 accommodated high traffic; Oman Traffic Law established May 23, 1993; US NHTSA demanding volumes.",
1993-06-30,Expected and observed significant growth in air travel volume; Maine DOT maintains traffic personnel standards; US government evaluates deicing chemicals.,
1993-07-31,Factual observations on urban traffic volume and speed; introduction of roadside safety recovery zones; crash testing of guardrails; mention of UN Convention against Illicit Traffic in Narcotic Drugs.,
1993-08-31,"U.S. National Highway Traffic Safety Administration demanding volumes. New Immigration Control Act 7 of 1993 brought into force, regulating traffic. Escalating travel demand observed in the United States.",
1993-09-30,"FHWA considers low-volume roads for traffic regulations; new Federal Law No. (18) of 1993 on commercial transportation; ongoing efforts to improve traffic flow, airport capacity, and address congestion.",
1993-10-31,Existing bicyclist traffic regulations; NHTSA increased scrutiny on traffic safety; police radio traffic volume hindering emergency response.,Rash of holdups at tollbooths led to demands for armed toll collectors.
1993-11-30,General air traffic control operations; government influence on transportation infrastructure; anticipated high traffic volumes during peak travel season and congestion management efforts.,California Highway Patrol managed traffic during the Old Topanga Fire.
1993-12-31,Expected traffic congestion due to peak travel season (December); harsher alcohol-related traffic statistics reported for 1993.,
1994-01-31,Significant maritime and road traffic volumes observed in US; traffic planners recognized need for traffic calming; NHTSA demanded info on traffic management.,"Aftermath of an earthquake (Northridge, Jan 17) likely caused road closures and detours, affecting traffic patterns."
1994-02-28,"Ongoing data collection efforts on traffic volumes, vehicle occupancy, and travel times. Traffic congestion is a persistent problem in high-density areas, notably East Palo Alto affecting a main artery.",
1994-03-31,"Ongoing road maintenance and congestion affect traffic volume. Land use laws influence traffic flow. Steady traffic volume expected, with potential for peak hour congestion.",
1994-04-30,High rates of traffic fatalities and severe injuries continued in Tampa; significant through traffic volume observed during morning peak hours.,"Teamsters strike in 1994 shut down 22 trucking firms, causing significant freight volume influx."
1994-05-31,"Current traffic volumes on I-8 at Highway 98 are 8,600 ADT. Heavy traffic observed in SoHo, NYC. Alaska Bicycle and Pedestrian Plan published. Naval Undersea Warfare Center initiated bar coding for traffic management.",
1994-06-30,U.S. National Highway Traffic Safety Administration demanding volumes. Department of the Environment's PPG 15 aims to moderate future traffic growth and keep down traffic speeds. Factual definitions of low volume roads and existing research on lift axles.,
1994-07-31,US air traffic control faces congestion; continued air travel growth expected. Traffic volume is a key factor for permits and infrastructure design. Federal Railroad Administration prioritizes crossing safety.,
1994-08-31,Traffic volume on Main Street is a concern for residents; expected rise in traffic volume and congestion on certain routes.,
1994-09-30,NHTSA investigation demanding information from an automaker regarding a March 8 incident. I-695 Key Bridge approach expansion expected to increase traffic volume.,
1994-10-31,Observations on road capacity for recreational traffic; updated Civil Aviation Rules on flight plan cancellations; U.S. DOT reported national transportation statistics; NHTSA making demands.,
1994-11-30,Office of Secretary of Transportation reported on 1990 motor vehicle accident costs. National Highway Traffic Safety Administration and Panama Canal Commission mentioned. Urban Travel Demand Modeling Data project objective noted.,
1994-12-31,"Anticipated substantial traffic volume on Camino Santa Fe Road and Carroll Canyon Road; Total travel amount well-established in national road traffic forecasts; Hollywood Freeway traffic exceeds design volume, causing congestion; High traffic in Victoria, Australia, led to reduced vehicle travel.",
1995-01-31,"Factual data on Hyogo freight traffic volume, Stedman's traffic ordinances, state mileage data collection, and general transportation planning factors.",Disaster in Kobe impacted Port of Kobe's international container traffic.
1995-02-28,"Observed facts: historical transportation shifts, Mekong river's limited transit use, and increasing NYC sales causing more traffic. Expected dynamics: traffic volume fluctuations from weather/events.",
1995-03-31,"AASHTO highway standards, ADT definition, and ongoing infrastructure discussions; reported traffic fatality, vehicle accident, and new safety guidelines established; potential traffic increase from road rehabilitation.",
1995-04-30,"Traffic volume fluctuates based on travel patterns, operating costs, distance, and time of travel. High average daily traffic volumes in specific areas lead to potential congestion.","Oklahoma City Police Department managed traffic and security for an event on April 19, 1995."
1995-05-31,"Regional traffic was flat with dropping drivers, though overall volume is increasing. 60% of US roads are substandard, and traffic volume, weather, road type are key factors.","Highway rail grade crossing collision near Sycamore, SC on May 2, 1995."
1995-06-30,Factual data on traffic analysis methods and specific traffic volume on I-96; report noted need for services for larger traffic volume; USDOT mentioned as relevant.,
1995-07-31,General potential for traffic volume increases from expected factors like road construction or events; 'BELFAIR' volume states no traffic increase beyond existing conditions.,
1995-08-31,High traffic volume at Ventura/San Diego interchange; USDOT child safety guidelines; NHTSA 1994 traffic safety facts reported; East Lone Tree Specific Plan FUA.,
1995-09-30,Seasonal population surges are a factor in traffic volume.,Hurricane Luis affected traffic on roads.
1995-10-31,Expected cargo volume increase at Broward's airport; ongoing implementation of traffic management systems; persistent congestion from outdated infrastructure.,Significant traffic volume increase due to Hurricane Opal evacuation.
1995-11-30,"Traffic volume increasing, causing high costs and congestion. US investing in advanced traffic monitoring technology. Zoning ordinances require traffic impact consideration. Governments establish VTS for maritime safety.",
1995-12-31,Ongoing increase in traffic volume and congestion; research on trucking and driver behavior; focus on traffic patterns and air traffic control.,"Interstate Commerce Commission abolished on Dec 29, 1995, to reform economic regulation of transportation."
1996-01-31,Research on parking policy's impact on traffic volume; Duluth discussed traffic procedure changes; DOT provides transborder freight data; FARS reported 65% of 1996 vehicle fatalities occurred.,
1996-02-29,Existing policies for traffic management; ongoing impact of casino growth on traffic; administrative handling of transportation claims; established role of pipelines in state transportation.,
1996-03-31,"Ongoing low traffic at US-Mexico border crossings, high port traffic, and the impact of traffic volume/speed on air quality are key considerations. Weather-related accidents and urban planning for traffic volumes remain concerns.",
1996-04-30,Dominica's 1996 cargo traffic composition; Rockport's heavy traffic zoning; traffic flow principles; Highway 126 widening final phase; 35 deaths on Ventura Freeway due to high volume.,
1996-05-31,High traffic volumes noted in Knox County on specific routes. Mizoram Motor Vehicle Rules 1995 regulate traffic. Volume to capacity ratio used for congestion measurement. Permit application required automobile insurance for events.,
1996-06-30,Consideration of rail transit ridership for special events; facts on multi-way stops and government transportation data; report noted Traffic in Arms Regulations; observed increased traffic congestion.,
1996-07-31,"Ongoing efforts in international travel disease prevention, road safety regulation, US traffic management, and a new US-South Africa air transport agreement.",
1996-08-31,"General traffic volume considerations in zoning and US highway regulations, with expected continued congestion. South Africa's National Transport Policy White Paper published August 20, 1996.",
1996-09-30,"US traffic safety benefits significant; Barranquilla faces rising congestion. 1996 saw focus on traffic volume/flow studies, increased US commodity shipping, and St. Louis traffic counts. Tracked vehicles have slower speeds.",
1996-10-31,"Continued growth in travel volume and speed, leading to congestion and safety concerns. Ongoing enforcement of traffic regulations. Focus on balanced travel systems and improving corridor capacity.",
1996-11-30,Ongoing highway funding and ITS investments; research on traffic data analysis and impact of travel patterns/tolls; Portal Bridge operation documentation.,
1996-12-31,"Expected seasonal increase in travel volume and congestion, particularly in the airline market. Continued priority for transportation infrastructure maintenance and improvement projects.","Wisconsin State Patrol conducted a record 30,100 inspections in 1996, the largest in program history."
1997-01-31,Traffic impact analysis guidelines were active; Leawood City Council approved a traffic marking contract; Carbon monoxide levels in the US began increasing from 1997.,
1997-02-28,"Traffic volume, street design, and congestion are interconnected dynamics. Concerns about traffic safety and productivity were ongoing. Heavy traffic delayed a Witness Protection program in Erie County.",
1997-03-31,"Realized facts include historical traffic volume/fatality data (1991-92). Expected dynamics involve US DOT data collection, urban planning considerations for traffic, and discussions on driving regulations/accident risks.",
1997-04-30,FHWA considers out-of-state traffic violations; DoD has transportation regulations; expected traffic volume reductions during winter storms; Mauritius travel deficit due to tourist numbers.,
1997-05-31,Expected increase in Imperial Valley trade traffic and congestion. Ongoing US traffic control measures and State Highway System monitoring. Local traffic management initiatives continue.,
1997-06-30,"Expected high traffic volumes and congestion, especially during peak periods, leading to safety concerns. Pavement design principles are noted.",
1997-07-31,"Road traffic volume has been increasing, leading to continued high volume and congestion in through-traffic areas; safety measures remain a priority.",
1997-08-31,FMCSA's mission to reduce crashes; observed low traffic volume at Sanibel causeway; ongoing traffic calming efforts and management of expected high volumes; heavy train traffic linked to an incident.,
1997-09-30,"Ongoing efforts in the US to improve pedestrian facilities, promote transit-supportive development, address air quality, and reduce congestion. Traffic influenced by urban planning.",
1997-10-31,"High traffic volume from work trips; reliance on motor fuel, excise, sales taxes, and tolls for highway funding; high railroad traffic in Niagara Frontier.","Thruway Bridge in New York ruined due to an explosive crash, resulting in reduced traffic volume."
1997-11-30,Port Authority working on Lincoln Tunnel traffic improvements; RF&P Subdivision has heavy traffic densities; studies on pedestrian volume and traffic counts conducted.,
1997-12-31,"Facts on US bridges (581,862 in 1996, 21.5% urban) and binational travel. Traffic volume exceeds 60 vehicles/hour during school walking hours. Persistent congestion and high traffic volume are expected.",
1998-01-31,"Ongoing high traffic volumes and congestion in the US due to growth; chaotic conditions in high-volume cities, especially during peak travel seasons.",Extreme traffic pandemonium in a city (likely Bangkok) around early January.
1998-02-28,FHWA Traffic Noise Model details; traffic volume dynamics related to capacity and demand; USDOT's role in transportation standards and future investment.,"January 1998 ice storm caused massive damage and long-term power outages, impacting infrastructure and services."
1998-03-31,"Ongoing traffic management and planning measures, including traffic calming and peak hour adjustments. A trend of increasing traffic volume since 1991 continues, with expected higher volumes and steady border crossing traffic.",
1998-04-30,"High daily traffic volume on U.S. 33 and Trans Canada Highway observed. Continued high traffic volumes and congestion expected, with ongoing roadway design efforts.",
1998-05-31,"Factual information on US traffic court rules, highway design, AADT use, and 1996 recreational boating accidents. TEA-21 Summary allocates funds for trails and transportation statistics.",
1998-06-30,"Ongoing urban traffic congestion, especially during peak hours; regular traffic data collection and publication; truck traffic disruption; expected stable traffic with potential summer tourism increase.",
1998-07-31,"Police roadblock on June 30, 1998, for traffic violations. General facts on traffic statistics, planning, and roundabouts. Proposed development in Polk County expected to increase traffic volume by over 10%.",
1998-08-31,"Expected high traffic volumes and congestion, especially on weekends/holidays. Ongoing efforts to optimize traffic flow and infrastructure development. Santa Ana noise crackdown and UCF motorcycle patrol unit.",
1998-09-30,"Ongoing adoption and enforcement of building codes for traffic management; continued traffic signal warrant analysis, corridor planning, and travel time evaluation; traffic patterns influenced by land development standards and seasonal fluctuations.",
1998-10-31,Expected increase in traffic volume and congestion; ongoing cabling work causes congestion on Tri-State Tollway; improvements in traffic monitoring due to technological advances; DOT Manual used for traffic management.,
1998-11-30,California enacted a statute in 1998 related to traffic violators and driving schools. Traffic volume on I-95 increased between 1976 and 1996.,
1998-12-31,Objective facts on traffic volume importance; 1997 US air carrier fuel consumption increased; high travel times and traffic volumes expected during peak hours; continued focus on urban traffic management.,
1999-01-31,"Traffic volume is a key factor in flow and paving design; congestion expected, especially during peak hours. Maryland's buoyant economy linked to increased traffic. AVMT measures flow. High pedestrian volumes around schools.",
1999-02-28,"Factual descriptions of traffic management systems (highway classification, traffic-flow theory), existing high passenger traffic (Logan Airport, US flight boardings), and reported demographic growth (1997 census) impacting future traffic.",
1999-03-31,Visa Waiver Program may increase traffic volume; ongoing focus on optimizing traffic flow and reducing congestion; continued congestion expected in high-traffic areas during peak shopping hours.,
1999-04-30,"Louisiana's 1999 traffic volume compared to other states; established FHWA guidelines for truck size, weight, and traffic management; AASHTO Green Book guidelines for road construction.",
1999-05-31,"Factual dynamics of road design, traffic volumes, and safety management; high motor vehicle ownership and use in the US; EPA's role in setting pollutant standards.",
1999-06-30,"Highway Capacity Manual 2000 guidelines; increasing personal travel, decreasing public transport; expected high traffic volumes in peak season; US 197 classified with low traffic.",
1999-07-31,Expected summer travel season causing increased traffic congestion and safety risks; ongoing monitoring and analysis of traffic volume trends.,
1999-08-31,Increasing vehicle miles traveled; traffic calming measures used; review of commercial vehicle rollover accidents; concern about peak tourist season traffic in Sedona.,Firefighter died after being struck by a truck while directing traffic.
1999-09-30,"Ongoing efforts in traffic data collection, emission analysis, highway improvement projects, and traffic management strategies are discussed, alongside general facts on transportation safety.",
1999-10-31,"Ongoing efforts to improve infrastructure, promote alternative transport, and manage runoff. High traffic volumes in tourist areas, requiring continued management. Positive traffic trend in retail segment; 1998 safety report data.",
1999-11-30,"Factual dynamics of traffic analysis: project determinants, AADT measurement, existing data sources, impact of toll increases, and barrier effect factors.",
1999-12-31,"Ongoing growth in US passenger traffic; expected focus on arterial traffic management, bicycle safety, and traffic safety during peak holiday travel.",
2000-01-31,Ongoing Panama Canal traffic concerns; expected high traffic volumes due to new year and peak hours; general increasing traffic trend; decrease in active petroleum USTs.,
2000-02-29,US airspace carries largest air traffic volume; USDOT involved in traffic signal and rural highway projects; rural highway traffic and overall traffic volumes predicted to remain high with congestion.,Unusually high volume of truck traffic observed in specific areas.
2000-03-31,U.S.DOT published a report on transit pricing; City of Madison concerned about local traffic/safety; FARS collects fatal crash data; Idaho DOT plans road construction; roundabouts reduce crashes.,
2000-04-30,"Expected increase in traffic volume and demand for alternative transportation. DOT studies on highway safety and traffic volume. Traffic volumes likely to remain high, with ongoing efforts to improve infrastructure.","Potential increase in airport malaria cases among travelers, possibly leading to increased security and air travel delays."
2000-05-31,"General facts about traffic: high volumes from highways, specific road volumes (27k-35k), limited traffic calming, and volume as a determinant of road operations, with ongoing congestion during peak times.",
2000-06-30,"Traffic volume varies widely on I-64 in Virginia; steady volumes with peak increases expected. Increasing traffic and congestion in various regions. Pennsylvania has restrictive hazardous material transport regulations, impacting flow.",
2000-07-31,General facts on traffic volume impact; existing traffic management regulations; Arizona's 511 system deployed; Botswana revising traffic act; discussion on advanced traffic flow analysis.,
2000-08-31,"Ongoing increase in traffic volume and congestion, particularly during peak periods; annual traffic crashes result in significant losses.",
2000-09-30,"Rising international traffic volumes and ongoing concerns about congestion were noted. Existing traffic management systems and entities, along with street classifications, were factual points, with continued refinement of systems expected.",
2000-10-31,US DOT/NHTSA possess traffic safety data and policies; US Weather Bureau's standard measures traffic flow. US Interstate System built for rural areas; freight primarily by rail. NHTSA presented at a meeting; state interconnected signal timing in Chicago suburbs.,
2000-11-30,San Diego-Baja California Cross-Border Transportation Study identified scenarios and traffic volumes. Factual traffic volume data and US Interstate System mileage provided. Methodology for calculating road traffic emissions based on volume.,
2000-12-31,"Ongoing traffic management strategies, expected high traffic volumes, particularly air travel demand; upcoming AASHTO guidelines for low-volume roads.",
2001-01-31,Travel trends and traffic counts are reported monthly. NHTSA published a Federal Register notice on transportation safety. City of Mesa notes traffic diversion may decrease residential street volumes. North Dakota Century Code defines adequate roads for free traffic flow.,
2001-02-28,Reported average daily traffic volumes; expected steady volumes with seasonal fluctuations; high accident rates at sites without sidewalks; persistent safety issues in work zones; congestion linked to slower speeds.,
2001-03-31,"General facts on traffic volume estimation methods, regulatory definitions, and observed patterns like lower Sunday travel volume and lack of direct correlation with fatal accidents.",
2001-04-30,"Ongoing traffic congestion and management strategies, existing regulations, and infrastructure capacity issues are noted. Approximately 44,000 traffic accident deaths occurred in the EU in 2001.",
2001-05-31,"Traffic volume is continuously monitored and managed, with design based on predictions and regulatory thresholds. Ongoing congestion and potential increases are expected.",
2001-06-30,"US DOT provides airport activity data; NYSDOT collects highway traffic volume data; Traffic volumes meet signal warrants, expected to remain high with congestion; Focus on improving transportation infrastructure.",
2001-07-31,"Expected summer travel increases road congestion. Rising traffic volumes cause increased travel times, road failure, and suppressed trips. Daily I-5 traffic is 27,800-40,800 vehicles. Ongoing traffic management efforts.",
2001-08-31,Expected increase in traffic volumes and congestion during peak travel season. Study on NJ 65 MPH speed limit showed no significant change in traffic. Ongoing traffic data collection.,
2001-09-30,"Persistent traffic congestion in high-volume areas, ongoing adherence to transportation regulations, and continued focus on managing high/increasing traffic volumes.",
2001-10-31,"Factual dynamics of traffic calming devices, traffic flow theory, and DOT's use of traffic volume data for planning and safety.","Enactment of USA PATRIOT ACT on Oct 26, 2001, potentially increasing security measures and causing delays in transportation."
2001-11-30,Known severe traffic jams on I-5 during Thanksgiving holiday. Analysis shows light rail systems carry less volume than freeway lanes. San Jose implements traffic calming measures.,
2001-12-31,"Realized average daily traffic volume (Fort McHenry Tunnel); expected traffic fluctuations by time of day, age, and day of week; ongoing challenges of congestion and management by authorities.",
2002-01-31,"Travel on US roads increased by +2.2% in January 2002 compared to January 2001, reaching 213.3 billion vehicle-miles. High traffic volumes and ongoing management strategies were expected.",
2002-02-28,"Realized 3.3% increase in US vehicle miles traveled (VMT) in February 2002. Ongoing issues: high traffic volumes, congestion, pedestrian safety, and continued research on traffic flow and management.",
2002-03-31,Estimated VMT for March 2002 increased 0.7% year-over-year to 232.7 billion; State Highway Access Code predicts low rural traffic volume; parking cost is a significant trip expense.,
2002-04-30,US vehicle-miles traveled increased by 1.5% in April 2002. Rural highway traffic in Umatilla County shows annual increases. Traffic volumes drop substantially following catastrophic events.,
2002-05-31,"Travel on US roads increased by 2.0% in May 2002 compared to May 2001, reaching 248.8 billion vehicle-miles traveled.",
2002-06-30,"Realized vehicle miles traveled increased by 1.6% in June 2002. Ongoing traffic congestion, management efforts, and commercial vehicle delays at border crossings were observed.",
2002-07-31,"US road travel increased by +2.3% in July 2002 to 254.5 billion vehicle-miles. Traffic volume increased enormously, intensifying congestion, especially during peak hours.",
2002-08-31,Monthly US VMT increased by +1.8% to 256.2 billion vehicle-miles; increased automobile travel and unusually high truck traffic led to congestion concerns.,
2002-09-30,Ongoing research on traffic safety and roadway elements; standard DOT guidelines and procedures for infrastructure; seasonal road closure due to high traffic volume; realized +2.2% increase in vehicle-miles traveled for September 2002.,
2002-10-31,"Realized 1.3% increase in vehicle-miles traveled (VMT) for October 2002 compared to October 2001. Persistent high traffic volumes during peak periods and commute hours, requiring ongoing monitoring and management.",
2002-11-30,"US vehicle miles traveled (VMT) decreased by 0.6% in November 2002 compared to November 2001, influenced by expected winter weather and holiday travel.",
2002-12-31,Vehicle miles traveled increased by 1.4% in December 2002; NEXUS enrollment centers opened in Detroit-Windsor; traffic volumes follow existing patterns with peaks during rush hour and weekends.,
2003-01-31,"January 2003 VMT increased 0.8% YoY. New MUTCD 2003 guidelines released. Stable traffic on Missouri Avenue, expected congestion in U.S. Route 219, and general traffic volume fluctuations observed.",
2003-02-28,"US vehicle-miles traveled decreased by 2.9% in February 2003 compared to February 2002, totaling 200.3 billion VMT. Traffic congestion and management strategies are ongoing concerns.",
2003-03-31,"Travel on US roads decreased by 0.3% in March 2003 compared to March 2002, resulting in 233.2 billion vehicle-miles traveled.","Iraq War in March 2003 caused a decrease in travel and air traffic, including a 15% drop in U.S. airline travel on March 19."
2003-04-30,"US road travel increased by +0.7% in April 2003 compared to April 2002, reaching 236.4 billion vehicle-miles.",
2003-05-31,"Realized vehicle-miles of travel for May 2003 showed a -0.2% change from May 2002. General traffic volume and congestion remain challenges, with ongoing efforts in road pricing and traffic management systems.",
2003-06-30,"Realized +1.1% increase in US vehicle-miles traveled in June 2003; ongoing traffic data collection, monitoring, and forecasting by state DOTs; influence of urban development and freight movements.",
2003-07-31,"Total VMT in July 2003 was 258.8 billion, a 1.9% increase compared to July 2002; State Traffic Engineer responsible for existing locations; USDA/USAID involved in low-volume road projects.",Federal Register announced new requirement for advance electronic presentation of traffic data for vehicles entering the United States.
2003-08-31,"Travel on US roads increased by +0.4% in August 2003 compared to August 2002, reaching 256.9 billion vehicle-miles. Ongoing USDOT travel time valuation, HPMS data reliance, and annual traffic volume estimate adjustments are noted.",
2003-09-30,"US vehicle-miles traveled increased by 1.3% in September 2003; high traffic volumes, increased speeding, and longer travel times were reported, necessitating traffic calming measures.",
2003-10-31,"US road travel increased by +3.5% in October 2003, reaching 254.3 billion vehicle-miles.",
2003-11-30,"US vehicle-miles traveled increased +1.2% in November 2003 vs. 2002, reaching 233.4 billion VMT; US traffic volumes for 2003 were expected to increase to 1.1 trillion miles; Ongoing traffic management strategies, design specifications, and concerns about traffic volume and its impact on infrastructure.",
2003-12-31,Metro District awarded for avoiding traffic flow issues. US motor vehicle travel recorded; traffic volume data consistent. PA Turnpike average daily traffic noted. US vehicle miles traveled increased +1.5% in Dec 2003 vs. Dec 2002.,
2004-01-31,"Realized 0.6% increase in vehicle miles traveled for January 2004. Ongoing traffic congestion, historical volume increases, and legislative intent to invest in infrastructure.",
2004-02-29,"Travel on all roads and streets increased 4.1% in February 2004 vs. February 2003, reaching 210.1 billion vehicle miles.",
2004-03-31,"Travel on roads increased by 4.4% in March 2004 vs. March 2003, reaching 247.0 billion vehicle miles. Ongoing efforts to manage traffic and improve infrastructure.",
2004-04-30,"Realized 3.1% increase in vehicle miles traveled for April 2004 (245.4 billion VMT). Ongoing concerns about traffic volume, congestion, and efforts to manage flow; increased traffic through Glenwood Canyon.",
2004-05-31,"Travel on all roads decreased by 0.1% in May 2004 compared to May 2003, with 252.9 billion vehicle miles traveled. Rural roadways have high injury rates; traffic volume is measured in VPH.",
2004-06-30,"Total vehicle miles traveled (VMT) in June 2004 was 252.6 billion, a 0.3% increase from June 2003. Cumulative travel for 2004 increased by 2.0%.",
2004-07-31,Total US road travel in July 2004 increased by +0.5% year-over-year to 262.1 billion vehicle miles; Worsening congestion levels observed across more roads and times.,
2004-08-31,"August 2004 VMT decreased 0.4% year-over-year, possibly seasonal. Cumulative 2004 VMT increased 1.4%. High traffic continues on major routes like I-25, influenced by population growth, weather, and maintenance.",
2004-09-30,"Vehicle miles traveled increased 1.0% in Sep 2004 vs. Sep 2003. Southeast Corridor is highest volume, most congested. USDOT published speed-measuring device specs.",
2004-10-31,Travel on all roads and streets decreased by 1.2% in October 2004 vs. October 2003; mounting traffic congestion common in US metropolitan areas.,
2004-11-30,"November 2004 vehicle miles traveled increased 1.4% year-over-year; ongoing traffic monitoring, safety reporting, and focus on improving flow and reducing congestion are expected. Traffic volumes may remain steady.",
2004-12-31,"Traffic volumes observed at specific locations; December 2004 vehicle miles traveled increased by 1.4% compared to December 2003, reaching 244.0 billion VMT.","The tsunami on December 26, 2004, significantly impacted tourism and traffic patterns in affected countries."
2005-01-31,"Realized VMT for January 2005 was 217.8 billion, a -0.5% change from January 2004. Ongoing concerns about traffic volume and congestion were noted across various regions.",
2005-02-28,"February 2005 VMT increased 1.7% year-over-year to 213.3 billion. Ongoing traffic congestion and data-driven transportation planning are expected, with guides on improving signalized intersections.",
2005-03-31,"March 2005 total travel decreased 0.5% year-over-year to 246.7 billion VMT. Ongoing trends include increasing traffic on East Coast, importance of traffic volume for planning, and known summer traffic peaks.",
2005-04-30,"Realized 1.3% decrease in vehicle miles traveled for April 2005 vs. April 2004, influenced by seasonal factors and fuel prices. High traffic volumes expected during weekday commutes.","Prolonged labor shortage in the transportation industry affecting costs, potentially increasing traffic congestion and travel times."
2005-05-31,Vehicle miles traveled in May 2005 increased by 1.3% year-over-year. Ongoing traffic congestion during peak periods and anticipated public transportation use for planned special events are noted.,
2005-06-30,"Vehicle miles traveled (VMT) increased by 1.6% in June 2005 vs. June 2004. Community plans and studies address traffic management, while Florida's high population density contributes to urban congestion.",
2005-07-31,"Total U.S. road travel in July 2005 was 260.5 billion vehicle miles, a -0.5% change from July 2004, with cumulative 2005 travel up +0.2%. Ongoing traffic monitoring and reporting.",
2005-08-31,"August 2005 vehicle miles traveled increased 0.1% year-over-year. Expected steady to increasing traffic volumes during peak seasons and weekends, with ongoing infrastructure maintenance and traffic management.",
2005-09-30,"September 2005 VMT decreased 0.8% YoY. Traffic volume is increasing, with studies and management adjustments in corridors. MoDOT provides road information for planning.",
2005-10-31,"October 2005 total travel decreased by 1.6% year-over-year; expected traffic increases, winter weather concerns, and planned I-69 traffic reduction.",
2005-11-30,"New Jersey reported occupant protection statistics. Motor vehicle travel is the primary means of transportation. Traffic volume and travel way are important for road design. MUTCD addresses access requirements. Travel on roads increased by 0.8% in November 2005 vs 2004, with 240.5 billion vehicle miles traveled.",
2005-12-31,"Traffic volume affects speed, throughput, and flow. Washington State DOT and City of Madison have traffic management programs. US VMT decreased 0.3% in Dec 2005 vs. Dec 2004; 2005 cumulative VMT up 0.1%.",
2006-01-31,"Realized VMT for January 2006 increased by 3.8% year-over-year to 230.2 billion miles. Traffic volumes on specific routes are significant, and measurement of travel patterns and volumes is ongoing.",
2006-02-28,Total vehicle miles traveled in February 2006 decreased by 0.1% vs. Feb 2005. US Highway 281 traffic doubled 1990-2006. FHWA projected 70% freight traffic increase by 2020.,
2006-03-31,"US road travel increased by 0.7% in March 2006 (253.1B VMT). Traffic volume and travel time are key factors, with ongoing management strategies and high volumes expected during peak times.",
2006-04-30,"Total VMT in April 2006 was 247.8 billion, a -0.4% change from April 2005. Ongoing high traffic volumes and congestion are noted, along with traffic analysis and management strategies.",
2006-05-31,"Realized travel on roads decreased 0.3% in May 2006 vs. May 2005; cumulative 2006 travel up 0.7%. Traffic volumes generally expected to increase, with potential holiday congestion and routine signal adjustments.",
2006-06-30,"Realized vehicle miles traveled (VMT) in June 2006 was 260.1 billion, a -0.7% change from June 2005. Expected high traffic volumes and congestion due to peak travel season and tourist activity.",
2006-07-31,"Total US road travel decreased by 2% in July 2006 compared to July 2005. Traffic volumes are expected to remain high during peak season, with continued emphasis on safety and management strategies.",
2006-08-31,"August 2006 vehicle miles traveled decreased by 0.6% year-over-year. Pervasive traffic congestion continued, especially during peak times, with ongoing government monitoring.",
2006-09-30,"September 2006 total travel was 241.8 billion vehicle miles, a 0.9% increase from 2005. Strong traffic volumes are expected due to economic growth, with ongoing roadwork affecting flow.",
2006-10-31,"Vehicle miles traveled in October 2006 increased 2.3% year-over-year. Traffic volumes are high in specific areas. US DOT disseminated a Traffic Detector Handbook, and the Interstate Oasis Program accounts for traffic volumes.",
2006-11-30,"Vehicle miles traveled increased by 0.8% in November 2006 (243.5 billion miles). Ongoing growth in traffic volume and congestion is expected, with continued focus on traffic management strategies.",
2006-12-31,"US road travel increased by 0.4% in Dec 2006 (246.0 billion VMT); cumulative 2006 travel up 0.2% (2,995.3 billion VMT). High traffic volume and congestion persist, with ongoing efforts to improve flow and safety.",
