end_date,intrinsic,trigger
2002-04-30,US trade deficit increased to $35.9 billion in April; March unemployment rate was 5.7%; corporate profits rose in 2002; IMF reported on the underground economy.,
2002-05-31,"May 2002 US trade deficit was $37.6 billion, a $1.5 billion increase from April; economy continued slowdown with rising unemployment and global weakening impacting trade.",
2002-06-30,"June 2002 U.S. international trade deficit reported at $37.2 billion, with a decrease in the goods deficit and services surplus. Ongoing significant U.S. current account deficit noted.",
2002-07-31,"CBO projects continued economic growth with challenges. USTR report confirms U.S. as an open economy, expecting growth from trade. National Shoreline Management Study is assessing economic impacts. Midwest employment data from 2000 noted.",
2002-08-31,US goods and services deficit widened to $38.5B in August; July unemployment was 5.9%; Q2 median weekly earnings were $608; ongoing effects from FSP expenditures and trade agreements.,"Discussions on potential war against Iraq and its uncertain long-term economic impact, including short-term effects from increased military spending."
2002-09-30,"U.S. economy in 2002 faced high inflation, low productivity, and a large trade deficit. The September 2002 trade deficit was $38.0 billion, a slight decrease from August, with reduced exports and imports. Average 2001 pay increase was 2.5%.",
2002-10-31,"US economy experienced jobless recovery, sluggish GDP growth. Mass layoffs decreased in September 2002. October's trade deficit was $35.1 billion, with goods deficit down and services surplus up.",West Coast ports dispute costing America's economy $1 billion a day.
2002-11-30,"US economy assessed as resilient and stable by Ben Bernanke on Nov 21. November trade deficit reported at $40.1 billion ($83.2B exports, $123.3B imports).",
2002-12-31,"US economy impacted by various factors; high unemployment in 2002. US international trade deficit increased to $44.2 billion in December 2002, with exports decreasing and imports increasing.",
2003-01-31,"U.S. trade deficit decreased to $41.1 billion in January 2003; exports increased, imports decreased. U.S. headed for record trade deficit of nearly $500 billion in 2002. U.S. monetary authorities did not intervene in foreign exchange markets. US Department of State held meeting at World Economic Forum in Davos.",
2003-02-28,U.S. President outlined State of the Union; January jobless rate dropped to 5.7%; February U.S. international trade deficit was $40.3 billion.,
2003-03-31,U.S. goods and services deficit reported for March 2003; ongoing economic discussions and job growth concerns; historical economic data on unemployment and healthcare costs.,"Start of the Iraq War in March 2003, potentially impacting public confidence in the U.S. economy."
2003-04-30,"US reported a $42.0 billion goods and services trade deficit in April 2003. The economy faced unresolved issues, following a downturn and extended mass layoffs in 2002.",
2003-05-31,U.S. international trade deficit increased to $41.8 billion in May 2003; exports and imports rose. Government working on fuel economy reforms.,
2003-06-30,June 2003 U.S. international trade deficit reported at $39.5 billion; U.S.-Chile Free Trade Agreement under assessment; ongoing trade negotiations impacting economy.,"U.S. and E.U. agreed to collaborate on hydrogen economy on June 25, 2003."
2003-07-31,"July 2003 U.S. trade deficit was $40.3 billion, with goods deficit increasing and services surplus decreasing. Broader 2003 context includes a significant overall trade deficit.",
2003-08-31,"US lost over 2M factory jobs in past 2 years. August 2003 saw 275K jobs added, but unemployment rose to 3.9%. Monthly trade deficit was $39.2B, a slight decrease from July.",
2003-09-30,"U.S. trade deficit widened in September 2003. The economy showed mixed signals: expected agricultural improvement and ongoing productivity gains, alongside lingering 9/11 impacts, slow recovery, and continued challenges from 2002's falling household income and poverty.",
2003-10-31,U.S. international trade deficit increased to $41.8 billion in October 2003; BLS reported Q3 earnings and occupation data.,
2003-11-30,U.S. trade deficit narrowed to $38.0 billion in November 2003 due to increased exports and decreased imports. Unemployment rate was 6%; GDP grew 7.2% in 2003.,
2003-12-31,November 2003 unemployment rates reported; December 2003 goods and services trade deficit increased to $42.5 billion.,"Mad cow disease outbreak expected to cause significant losses in the beef industry, potentially affecting the economy."
2004-01-31,"US economy on sustained growth path; Dec 2003 unemployment data available. January 2004 US trade deficit increased to $43.1 billion, up $0.4 billion from Dec 2003.",Report highlighted risk of US recession and global economic hard landing.
2004-02-29,US and Kuwait signed a trade agreement; US economic expansion firmed with low inflation; international trade deficit decreased to $42.1 billion; weak labor markets and lackluster employment growth persisted.,
2004-03-31,"BLS reported on employment growth in service sector; US economy impacted by trade policies, fuel standards, and crises; US economy experiencing a 12-year consumer spending boom and recovering from recession; March 2004 US trade deficit was $46.0 billion.",
2004-04-30,"April's goods and services deficit reached $48.3 billion, an increase from March. General economic facts on US productivity, unemployment, and CPI dynamics were noted, with expected continued recovery.","US eased economic embargo against Libya on April 23, 2004."
2004-05-31,"U.S. May 2004 goods and services deficit was $46.0 billion, a $2.1 billion decrease from April. US economy added 303,000 jobs in March 2004; unemployment 3.8%.",
2004-06-30,US economy grew in Q1 2004; May unemployment rate held at 5.6%; June 2004 international trade deficit increased by $8.9 billion to $55.8 billion.,
2004-07-31,July 2004 U.S. trade deficit decreased to $50.1 billion; economic expansion established in H1 2004; AGOA Acceleration Act of 2004 enacted; ongoing concerns about trade deficit and inflation.,
2004-08-31,US economy showed long-term growth (1993-2003) and declining current-account balance since 1991. California's economy was nearly $1.5 trillion in 2004. August 2004 US trade deficit increased to $54.0 billion.,
2004-09-30,"August 2004 unemployment rate was 5.4%, little changed from July; September 2004 U.S. international trade deficit decreased to $51.6 billion.",
2004-10-31,October US trade deficit widened to $55.5 billion; US dollar depreciated slightly; economy affected by high oil prices; U.S.-Bahrain FTA expected to benefit.,
2004-11-30,"US November 2004 trade deficit was $60.3 billion, $4.3 billion higher than October, with decreased exports and increased imports. October 2004 unemployment rate reported.",
2004-12-31,"December 2004 U.S. trade deficit decreased to $56.4 billion due to increased exports. November unemployment 5.4%, with expected holiday hiring. November CPI-U up 0.2%.",
2005-01-31,"US economy grew at or above potential; expected 4% growth with job acceleration. January 2005 trade deficit was $58.3 billion, up from December 2004.",
2005-02-28,U.S. trade deficit increased to $61.0 billion in February 2005. January unemployment rate decreased. Rising healthcare spending and environmental damage posed ongoing challenges to economic growth.,
2005-03-31,"U.S. economy faced ongoing costs from mercury poisoning, a growing current account deficit, and reported 3.3 million job openings in January. March trade deficit decreased to $55.0 billion.",
2005-04-30,"Real average hourly earnings increased 0.8% (Dec-Apr 2005). The U.S. current account deficit is causing rising indebtedness, and the April 2005 trade deficit reached $57.0 billion, up $3.4 billion from March.",
2005-05-31,"Monthly US trade deficit was $55.3 billion in May, a slight decrease from April. High and rising healthcare costs continued. BLS reported 2004 employment trends.",
2005-06-30,"May 2005 unemployment rate reported at 5.1%, unchanged. June 2005 US trade deficit widened to $58.8 billion. IMF expressed concern about global imbalances; G8 Summit had $200M economic impact. Decline in US farm population and agriculture's rural role. Australia's GDP per capita nearly 80% of US.",
2005-07-31,US economy continued solid expansion in H1 2005 despite high energy prices; ongoing growth with increasing imports; international trade deficit decreased in July 2005.,
2005-08-31,U.S. economy in strong expansion with low unemployment (5.0%) and inflation. August 2005 goods and services trade deficit increased to $59.0 billion.,
2005-09-30,August 2005 unemployment rate remained steady. September 2005 U.S. trade deficit increased by $6.8 billion from August to $66.1 billion.,
2005-10-31,Realized September 2005 unemployment (5.1%) and CPI-U (1.2% increase); October 2005 trade deficit increased to $68.9 billion; continued inflation expected.,Lingering economic impact from Hurricane Katrina.
2005-11-30,US international trade deficit decreased in November 2005; US economy grew 3.6% in H1 2005; 2005 personal saving rate and public debt reported.,Ongoing gasoline price fluctuations due to supply chain disruptions from hurricanes Katrina and Rita.
2005-12-31,US economy grew at 3.6% annual rate; Federal Reserve released industrial data; job growth was low with falling employment rate; and the monthly trade deficit widened to $65.7 billion.,
2006-01-31,"U.S. economy grew 1.1% in Q4 2005, its slowest in three years. January 2006 goods and services deficit rose to $68.5 billion, up $3.4 billion from December. Growth in services outsourcing to India continued.",
2006-02-28,"U.S. economy maintained strong GDP growth since 2001; January 2006 unemployment rate decreased to 4.7%; February 2006 U.S. international trade deficit was $65.7 billion, a decrease from January; Fed Chairman Bernanke expressed no concern over China's US debt holdings.",
2006-03-31,"U.S. monthly trade deficit was $62.0 billion in March 2006, a decrease from February. Economy indicators available, with expected job fluctuations due to seasonal adjustments and continued growth.",
2006-04-30,March 2006 unemployment rate was 4.7%; April 2006 international trade deficit increased to $63.4 billion.,
2006-05-31,"US economy accounts for 30% of world economy. April 2006 unemployment rate was 4.7%. May 2006 US goods and services deficit increased to $63.8 billion, up $0.5 billion from April, with exports up $2.7B and imports up $3.2B.",
2006-06-30,"US economy showed strong Q1 2006 performance and continued job growth. June 2006 international trade deficit was $64.8 billion, a slight decrease from May but up from June 2005, with increased exports and imports.",
2006-07-31,U.S. economy expanded in H1 2006; June unemployment rate reported; overseas investments yielded higher returns; personal saving rate declined; July trade deficit increased to $68.0 billion.,
2006-08-31,"U.S. international trade deficit increased to $69.9 billion in August 2006, with rising exports and imports. The U.S. economy maintained full employment and robust growth, continuing its rebound from Hurricane Katrina.",
2006-09-30,US unemployment rate for August 2006 was 4.7%. US international trade deficit decreased to $64.3 billion in September 2006.,
2006-10-31,"September 2006 saw 4.6% unemployment and 0.5% CPI-U decline; October 2006 U.S. trade deficit decreased to $58.9 billion; economy expected to maintain growth, low unemployment, and stable inflation.",
2006-11-30,"U.S. economy slowdown and balanced global expansion; October CPI-U declined 0.5%; November trade deficit decreased to $58.2 billion, with increased exports and services surplus; Asia-Pacific economic dynamism.",
2006-12-31,"U.S. economy decelerated in 2006, with employment growth slowing and housing boom ending. The goods and services deficit increased to $61.2 billion in December 2006 due to higher imports.",
2007-01-31,January 2007 US trade deficit was $59.1 billion (down from Dec). US-China trade surged to $4.9 billion. 2006 federal deficit was 1.9% of GDP; US poverty rate was 13%.,
2007-02-28,"US international trade deficit decreased to $58.4B in Feb 2007. Continued economic growth expected, building on solid 2006 performance.",
2007-03-31,"US economy exhibited strong growth, falling unemployment, and consumer-driven expansion. March trade deficit increased to $63.9 billion, driven by strong imports; concerns over debt and freight issues.",
2007-04-30,US economy slowdown due to housing decline and credit tightening. March 2007 unemployment rate 4.4%. April 2007 U.S. international trade deficit decreased. Ongoing global economic integration and pressure from India/China.,
2007-05-31,U.S. international trade deficit increased from $58.7B in April to $60.0B in May. Expected short-term growth in logistics and infrastructure industries.,
2007-06-30,"U.S. international trade deficit decreased to $58.1 billion in June 2007, with exports increasing; May 2007 CPI-U advanced 0.7 percent.",
2007-07-31,U.S. CPI-U advanced 0.2% in June 2007; international trade deficit decreased to $59.2 billion in July 2007 due to increased exports and imports.,
2007-08-31,"IMF expected US economy soft landing and growth pickup. US economy had weak Q1 2007 GDP growth. August 2007 US trade deficit decreased to $57.6 billion, with exports up and imports down.",
2007-09-30,U.S. housing bubble indicating looming recession; August CPI-U declined 0.1% (first since Oct 2006); September trade deficit was $56.5 billion.,
2007-10-31,US unemployment rate was 4.7% (Sept 2007); October 2007 goods and services deficit reached $57.8 billion; US economy experienced foreign investment and trade deficit with Japan declined.,
2007-11-30,"U.S. international trade deficit increased to $63.1 billion in November 2007; Economy became the 'most important problem' for Americans, per Gallup poll.",
2007-12-31,"Factual reports on December 2007 U.S. trade deficit, November and December 2007 unemployment rates, 2006 budget deficit, and U.S. hog production trends.",
2008-01-31,"Q4 2007 economic slowdown with weakening manufacturing and housing sectors. CPI increased 4.1% in 2007; continued inflationary pressures. US trade deficit rose to $58.2 billion in January 2008, expected to increase further. Predictions of potential US recession and increased unemployment.",
2008-02-29,"2007 GDP growth slowdown reported. January 2008 nonfarm payrolls unchanged, CPI increased. February 2008 trade deficit widened. Predictions of continued economic slowdown, potential recession, and widening trade deficit.",
2008-03-31,US GDP stable Q3-Q4 2007; 2007 unemployment rate unchanged; Iraq war costs projected over $1 trillion by 2017; US current account deficit improved 2007; March trade deficit decreased to $68.6 billion.,
2008-04-30,April 2008 goods and services deficit rose to $60.9 billion; QCEW data used for wage and salary component of personal income.,US unemployment rate rose to 5.1% in March 2008; economy a major concern with lowest satisfaction since 1992 and weakened dollar.
2008-05-31,U.S. international trade deficit decreased in May 2008; ongoing economic recovery and growth in outsourcing; 3.7 million job openings as of March 2008.,
2008-06-30,U.S. economy faces financial stability challenges; CPI-U advanced 0.6% in May 2008; U.S. goods and services deficit decreased in June 2008 with rising exports and imports.,
2008-07-31,"U.S. nonfarm payroll employment declined by 62,000 in June 2008, continuing a trend. U.S. goods and services deficit widened to $62.2 billion in July 2008, up from June.",
2008-08-31,"Housing and Economic Recovery Act enacted. Q2 GDP released. July unemployment rose to 5.7%. August trade deficit decreased. Various economic data releases (income, poverty, job openings, youth unemployment).",
2008-09-30,"U.S. international trade deficit decreased in September 2008, with exports decreasing by $9.9 billion and imports decreasing by $12.5 billion.",
2008-10-31,U.S. goods and services deficit increased to $57.2 billion in October 2008; exports and imports decreased. General economic volatility and uncertainty continued.,Ongoing financial crisis caused instability and volatility in the economy.
2008-11-30,Real GDP increased in Q2 2008; CPI-U decreased 1.0% in October; trade deficit narrowed significantly in November due to decreased exports/imports; forecasts of continued economic slowdown and recession.,Ongoing impact of global financial crisis and freeze in credit markets.
2008-12-31,"US economy in recession due to sub-prime mortgage crisis. US goods and services deficit decreased in December 2008, with exports and imports falling.",
2009-01-31,"Economy continued to struggle from 2008 crash; high unemployment (7.2% Dec 2008), increased part-time work, declining CPI-U, and a shrinking trade deficit in Jan 2009.",
2009-02-28,"U.S. international trade deficit decreased to $26.0 billion in February 2009, with exports increasing and imports decreasing. Economy continued slowdown amid financial crisis.",
2009-03-31,"US economy in recession with mass layoffs, peaking unemployed persons per job opening in March. Goods and services deficit increased, and deflation concerns heightened.",
2009-04-30,March 2009 unemployment rate rose to 8.5%. U.S. international trade deficit increased from March to April. Global economy in recession with continued challenges and declining producer prices.,
2009-05-31,"U.S. GDP shrank 6.1% in Q1 2009, unemployment rose to 8.9% in April. $4.6 billion from Recovery Act appropriated for civil works. Trade deficit decreased in May, potentially boosting growth.",
2009-06-30,"US economy in recession with rising unemployment (9.4% in May), declining home prices, and an increasing trade deficit ($27.0B in June). Lingering effects of 2008 oil prices and the education gap persist.",
2009-07-31,IMF reported receding contractionary forces and expected weak recovery. U.S. trade deficit increased to $32.0 billion in July from $27.5 billion in June.,
2009-08-31,GDP by Major Social Function released; House passed Western Economic Development Act; CPI-U unchanged in July; U.S. trade deficit decreased in August.,
2009-09-30,"U.S. international trade deficit increased to $36.5 billion in September 2009, with imports rising more significantly than exports.",
2009-10-31,US GDP decreased in Q2 2009 at a slower rate; September PPI for finished energy goods fell 2.4%; October US international trade deficit decreased by $2.8 billion to $32.9 billion.,
2009-11-30,"U.S. unemployment reached 10.2% in October 2009, highest since 1983. Consumer prices declined. Trade deficit widened to $36.4 billion in November.",
2009-12-31,"US unemployment rate for November 2009 was 10.0%; international trade deficit increased to $40.2 billion in December 2009, with continued high unemployment and slow growth expected.",
2010-01-31,US international trade deficit decreased by $2.6 billion in January due to lower imports; strong US GDP growth reported for Q4 2009.,
2010-02-28,U.S. international trade deficit increased to $39.7 billion in February 2010; real per capita GDP growth was relatively flat; CPI-U rose 0.2% in January.,
2010-03-31,US international trade deficit increased to $40.4 billion in March 2010; February 2010 unemployment remained at 14.9 million; ongoing national debt and slow economic growth.,
2010-04-30,US economy continued in recession; March 2010 unemployment rate was 9.7%; April 2010 goods and services deficit increased $11.8 billion year-over-year due to rising exports and imports.,
2010-05-31,US economy in slow recovery with stable unemployment and ongoing budget deficits. International trade deficit widened in May due to increased imports and exports.,
2010-06-30,May 2010 unemployment rate reported at 9.7%; June trade deficit widened to $49.9 billion; ongoing government rural economic development initiatives.,Concerns over euro crisis impact on U.S. economy.
2010-07-31,"U.S. trade deficit with Korea expected to increase, displacing jobs due to FTA; Gulf oil spill's broader economic impact assessed as negligible; Predicted slight economic boost from World Cup.",
2010-08-31,"US economy in August 2010 showed slow growth, high debt, and 9.5% unemployment in July. Government implemented small business plans; digital economy flourished. US international trade deficit increased to $46.3 billion.",
2010-09-30,"U.S. trade deficit decreased to $44.0 billion in September. Ongoing discussions on obesity, corn ethanol, Internet's economic impact, and environmental policy evaluation.",
2010-10-31,U.S. goods and services deficit decreased to $38.7 billion in October due to increased exports and decreased imports. Economy expected to continue slow growth and high unemployment.,
2010-11-30,U.S. international trade deficit slightly decreased to $38.3 billion in November 2010. Ongoing economic burden from healthcare costs and traffic congestion.,
2010-12-31,"U.S. economy showed significant progress post-recession; employment rate was up, layoffs down, and wages modestly improved. The international trade deficit increased to $40.6 billion.",
2011-01-31,US unemployment rate dropped to 9.4% in Dec 2010; economy struggles post-recession. Goods and services deficit significantly increased from Jan 2010 to Jan 2011 and from Dec to Jan.,
2011-02-28,US-Canada 'Beyond the Border' declaration on economic competitiveness; US unemployment rate declined to 9.0% in January 2011; US economy's global role and agricultural exports; growing compensation-productivity gap; US international trade deficit decreased in February 2011.,
2011-03-31,"US jobless rate 9.6% (2010), CPI-U up 2.1% (Feb 2011 YOY). March 2011 trade deficit widened by $8.7B (YOY), with exports up 14.9% and imports up 16.4%. Unemployment duration reported.",Effects of Japan's earthquake and tsunami.
2011-04-30,US unemployment rate was 8.8% in March 2011; April international trade deficit narrowed to $43.7 billion from $46.8 billion in March.,
2011-05-31,"April 2011 US unemployment rate was 9.0%. May 2011 US trade deficit reached $50.2 billion, up from $43.6 billion in April.",
2011-06-30,US unemployment rate for May reported at 9.1%; IMF noted global slowdown and disappointing US growth; US trade deficit increased to $53.1B in June.,
2011-07-31,U.S. international trade deficit decreased to $44.8 billion in July 2011. June 2011 unemployment rate was 9.2%. U.S. economy continued modest recovery; historical labor force and financial crisis data reported.,
2011-08-31,"US unemployment was 9.1% in July 2011, reflecting slow growth. The August 2011 trade deficit was $45.6 billion, virtually unchanged from July, indicating continued stability.",
2011-09-30,"U.S. international trade deficit decreased to $43.1 billion in September 2011; exports increased, imports increased. August 2011 unemployment rate was 9.1%.",European sovereign debt crisis and growing trade deficit with China potentially affecting U.S. economic growth.
2011-10-31,"U.S. international trade deficit decreased by $0.7 billion to $43.5 billion in October, with goods deficit decreasing and services surplus remaining stable.",
2011-11-30,"US international trade deficit increased to $47.8 billion in November 2011. October 2011 unemployment was 9.0%, and CPI rose 3.5% year-over-year.",
2011-12-31,Continued economic growth challenges and job creation issues; slow recovery with potential for increased trade; U.S. international trade deficit increased to $48.8 billion in December 2011; increased economic cooperation with Asia-Pacific nations.,
2012-01-31,"U.S. international trade deficit increased to $52.6 billion in January 2012. General economic facts include GDP per capita data availability, tourism's role in GDP, and a drop in economic satisfaction since 2008.",
2012-02-29,"US union membership rate for 2011 reported at 11.8%, unchanged. US economy remains below pre-2007 recession levels with high unemployment. US experiencing demographic transformation. CBO estimates impact of American Recovery Act. US international trade deficit decreased by $6.5 billion in February.",
2012-03-31,U.S. international trade deficit increased to $51.8 billion in March 2012; economy in prolonged slump with growing intellectual property industries.,
2012-04-30,March 2012 national jobless rate was 8.2%. U.S. international trade deficit decreased to $50.1 billion in April.,
2012-05-31,US and Japan outlined economic cooperation; US economy added private sector jobs for 26 consecutive months; national cost of pain estimated at $560-$635 billion; US international trade deficit decreased to $48.7 billion in May 2012.,
2012-06-30,U.S. consumer prices were up 2.6% (May 29). Goods and services deficit decreased in June due to increased exports and decreased imports.,
2012-07-31,"US economy supported by foreign investment; current account measures trade flows. Trade deficit increased to $42.0 billion in July from $41.9 billion in June. General economic growth, innovation, and demographic contributions noted.",
2012-08-31,US international trade deficit increased to $44.2B in August 2012 due to decreased goods exports. BLS reported July 2012 employment data. Record decline in government jobs contributed to unemployment.,
2012-09-30,"US economy showed slow growth, distress, and deteriorated international competitiveness. August 2012 unemployment and labor force participation decreased. September 2012 trade deficit narrowed to $41.5 billion.",Passage of the DREAM Act expected to add $329 billion and 1.4 million jobs by 2030.
2012-10-31,"Realized October trade deficit of $42.2 billion; continued slow growth, high unemployment, and vulnerability; seasonal monetary policy fluctuations expected.",Continued volatility from tail risks and fiscal policy mistakes; higher recession risk if fiscal cliff not averted.
2012-11-30,Realized facts: US employment/unemployment reported for Sep 2012; US economy continued slow growth; trade deficit increased to $48.7B in Nov 2012.,
2012-12-31,"US trade deficit decreased to $38.5B in December. Labor market 3.7M jobs below pre-recession levels, with slow growth and high unemployment. Ongoing currency manipulation and drought impact on corn prices.",
2013-01-31,"U.S. goods and services deficit was $44.4 billion in January 2013, up from December; exports decreased, imports increased. U.S. Economic Confidence Index averaged -18 (Jan 7-13).",
2013-02-28,"U.S. economy growing, driven by exports and domestic production. High public debt threatens interest rates and private investment. Goods and services deficit decreased in February 2013, with increased exports and imports.",
2013-03-31,"US international trade deficit decreased by $4.8 billion to $38.8 billion in March 2013, with exports of $184.3 billion and imports of $223.1 billion.",
2013-04-30,High Millennial unemployment impacts growth. US economy shows strength in bioscience (Illinois) and salmon consumption. April trade deficit increased to $40.3 billion from $37.1 billion in March.,
2013-05-31,"US economy in slow recovery, driven by innovation and immigration. May 2013 saw a widening goods and services deficit ($45.0B), with exports decreasing and imports increasing. Discussions on carbon tax and tariff reforms continued.",
2013-06-30,"U.S. international trade deficit decreased by $9.9 billion from May to June; exports increased, imports decreased, and services surplus increased. Economy expected to continue slow growth and high unemployment.",
2013-07-31,Federal Reserve approved Basel III capital reforms; IMF updated US growth outlook; US international trade deficit increased in July; ongoing concerns about trade agreement impacts.,
2013-08-31,U.S. economy continued recovery from Great Recession; dependence on foreign capital inflows; August international trade deficit increased to $38.8 billion.,
2013-09-30,"U.S. domestic oil/gas production resurgence, robust farm economy, and ongoing economic growth. International trade deficit increased to $41.8 billion in September 2013 due to decreased exports and increased imports.",
2013-10-31,U.S. international trade deficit decreased in October 2013; exports and imports rose. Long-term trade deficit trends and shale boom also noted.,Government shutdown and political gridlock in Washington caused economic uncertainty and potential instability; debt ceiling risks also present.
2013-11-30,US remained world's largest FDI recipient; US continued as world's second largest broiler meat exporter; 2013 report on copyright industries' economic contributions published; US trade deficit decreased by $5B to $34.3B in November 2013.,
2013-12-31,"US economy grew in 2013; taxes slashed for wealthiest, public investments reduced; December 2013 trade deficit was $38.7 billion, up from November.",
2014-01-31,"U.S. international trade deficit for January 2014 was $39.1 billion; economy shows continued growth in consumer spending, confidence, and projected labor force participation.",
2014-02-28,US GDP growth slowed in 2013; healthcare cost growth historically slow. US trade deficit increased to $42.3 billion in February 2014 due to decreased exports and increased imports. Economy expected to continue slow growth.,
2014-03-31,"U.S. economy shows sustained growth, driven by consumer spending, foreign investment, and exports benefiting from dollar depreciation. March 2014 trade deficit decreased to $40.4 billion with moderate export/import growth.",
2014-04-30,"U.S. international trade deficit widened to $47.2 billion in April, up from $44.2 billion in March, due to $193.3 billion in exports and $240.6 billion in imports.",
2014-05-31,"US GDP showed continued growth; May 2014 US international trade deficit decreased to $44.4 billion, driven by increased exports and decreased imports.",
2014-06-30,"US economy expected to rebound in Q2 2014; June trade deficit decreased with exports up, imports down; increased domestic energy production noted.",
2014-07-31,"General U.S. economic outlook includes discussions on GDP growth, employment, and federal spending. The U.S. international trade deficit decreased by $0.3 billion in July 2014.",
2014-08-31,August 2014 US trade deficit narrowed to $40.1B; jobless rate remained above 15%. US prevailed in a WTO trade dispute. Tax code favors overseas investment; energy/mining industries are significant.,
2014-09-30,"US had slow-but-steady hiring trend; international trade deficit increased to $43.0 billion in September 2014, with exports decreasing.",
2014-10-31,"U.S. economy showed continued recovery and growth, supported by consumer spending and manufacturing. October's goods and services deficit was $43.4 billion, slightly down from September, with rising exports and imports.",
2014-11-30,US economy grew in Q3 2014; recovery fragile but showed strong bounce-back; monthly international trade deficit decreased in November.,US and China reached a visa agreement expected to boost tourism and economy.
2014-12-31,"US economic recovery achieved record job creation in 2014; monthly goods and services deficit increased to $46.6 billion in December; ongoing slow growth, food insecurity, and poverty persisted, with continued growth expected.","IMF raised US growth projections, unique among major economies, despite sharp drop in oil prices."
2015-01-31,"US unemployment rate decreased, payroll employment increased, and the goods and services deficit decreased in January 2015.",
2015-02-28,US international trade deficit decreased by $7.2 billion to $35.4 billion in February 2015 due to lower imports; economy continued recovery and growth.,
2015-03-31,"March 2015 goods and services deficit increased to $51.4 billion (up $15.5 billion from Feb), with imports rising significantly more than exports.",
2015-04-30,U.S. goods and services deficit decreased to $40.9 billion in April from $50.6 billion in March; economy experienced slow GDP growth and declining labor force participation.,
2015-05-31,"Monthly international trade deficit increased to $41.9 billion in May, with exports decreasing. U.S. economy generally expected to continue growth, but with concerns about sluggishness and foreign growth slowdown.",
2015-06-30,US economy returning to growth with vulnerabilities and modest industry-driven expansion; international trade deficit increased in June 2015; potential slight interest rate increase.,
2015-07-31,"July 2015 goods and services deficit decreased to $41.9 billion; exports increased, imports decreased. Economic Development Administration provides ongoing support. Q1 2015 economy was affected by unfavorable weather.",
2015-08-31,BEA began publishing a new 'average of GDP and GDI' measure; Economic Census released manufacturing statistics; U.S. Department of Commerce outlined strategic goals.,"U.S. war shattered the Afghan economy, leaving Afghans facing famine."
2015-09-30,"U.S. international trade deficit decreased in September 2015, driven by increased exports and decreased imports.",
2015-10-31,"US goods and services deficit widened to $43.9 billion in October, expected to continue widening short-term. Economy expected to grow, driven by innovation, despite credit market debt volatility and ongoing Cuba embargo.","Historic settlement with Gulf states expected to boost economy. Indonesia's fires' daily emissions exceeded US economy, impacting global economy."
2015-11-30,US goods and services deficit decreased to $42.4 billion in November 2015. Q3 productivity increased by 1.6% annually. Fiscal challenges from national debt persist.,
2015-12-31,"December 2015 saw the goods and services deficit increase to $43.4 billion, with exports decreasing and imports rising. The US economy continued to experience income inequality and slow growth below historical averages.",
2016-01-31,US international trade deficit increased in January 2016; 2015 GDP growth and metropolitan area drivers reported; ongoing TPP expectations and presidential confidence in US economy.,
2016-02-29,"Realized February goods and services deficit increased to $47.1B; US economy completed best two years of job growth since 1990s; ongoing government efforts in food systems, cybersecurity, and bioeconomy.",
2016-03-31,"March 2016 goods and services deficit was $40.4B, down $6.5B from February, with decreased exports and imports. Employment in the West outpaced other US regions, driven by high-wage services growth. US biotech sector revenue grew >10% annually over the past decade. Federal government spending distributed to states for programs. U.S. Census Bureau released economy-wide statistics.",
2016-04-30,"U.S. international trade deficit increased to $37.4 billion in April 2016. Low inflation, strong dollar, and budget surplus continued. Government efforts to increase competition and consumer information were ongoing. Slow economic growth persisted due to lack of immigration reform.",
2016-05-31,"U.S. real GDP grew 1.4% in Q4 and Q1. May's goods and services deficit widened to $41.1 billion (increased imports, decreased exports). USITC released TPP impact report.",
2016-06-30,U.S. goods and services deficit widened to $44.5 billion; international trade deficit rose to $63.3 billion in June.,
2016-07-31,U.S. economy continued slow growth; international trade deficit decreased in July 2016 due to increased exports and decreased imports; rising healthcare costs and small business support noted.,
2016-08-31,"August goods and services trade deficit reported at $40.7 billion, up from July. Wholesale inventories decreased 0.1%, retail inventories increased 0.5%.",
2016-09-30,"U.S. international trade deficit decreased in September 2016; exports increased, imports decreased. US and China reaffirmed G-20 exchange rate commitments. Median household income in US for 2015 increased.",
2016-10-31,"U.S. international trade deficit increased significantly in October 2016; Q3 2016 GDP growth was boosted, driving expectations for continued short-term economic growth.",
2016-11-30,US unemployment rate declined to 4.6% in November 2016; trade deficit widened to $45.2-65.3 billion as exports decreased and imports increased.,Uncertainty arose from the US presidential election and potential changes in trade agreements.
2016-12-31,Monthly international trade balance was $44.3B (deficit $65.0B) in Dec 2016. White House released AI report. Economy achieved longest job growth streak (74 months).,
2017-01-31,"U.S. economy added 156,000 jobs in December; January goods and services deficit was $48.5 billion, and international trade deficit was $69.2 billion, both up from December.","Inauguration of new U.S. administration (Jan 20, 2017) and anticipated policy shifts."
2017-02-28,"U.S. goods and services deficit narrowed to $43.6B in February; international trade deficit narrowed to $64.8B due to decreased imports. General economic growth, consumer spending, and trade were expected to continue.",
2017-03-31,"General US economic growth trends; March trade deficit showed mixed reports (slight decrease or increase); exports and imports generally decreased; wholesale inventories down, retail inventories up.",
2017-04-30,"US trade deficit increased in April 2017, with exports decreasing and imports increasing. General economic contributions from agriculture, manufacturing, arts, and ocean/Great Lakes sectors.",
2017-05-31,"May goods and services deficit was $46.5 billion; international trade deficit was $65.9 billion, both down from April. Reports on agriculture, fishing, and tire manufacturing.",
